,id,code_id_1,code_id_2,label
1608,1608,1408,1591,0
2168,2168,1931,1950,0
1144,1144,1068,1161,1
2314,2314,2001,2097,0
623,623,303,639,0
2351,2351,2129,2135,1
111,111,109,115,1
2105,2105,1884,1885,1
819,819,310,835,0
1858,1858,1408,1752,0
440,440,312,455,0
2304,2304,2001,2087,0
1566,1566,1408,1565,0
2987,2987,2792,2796,0
478,478,303,493,0
2048,2048,1408,1642,0
3055,3055,2792,2865,0
2,2,0,3,0
507,507,303,522,0
493,493,308,508,0
1497,1497,1408,1506,0
1606,1606,1408,1590,0
2793,2793,2179,2597,0
2570,2570,2232,2374,0
2363,2363,2152,2156,0
714,714,303,730,0
960,960,312,976,0
3235,3235,2792,3045,0
1529,1529,1408,1534,0
1926,1926,1408,1789,0
2674,2674,2137,2478,0
2337,2337,2001,2120,1
2498,2498,2160,2302,0
2833,2833,2139,2637,0
3249,3249,2792,3059,0
2578,2578,2137,2382,0
2746,2746,2212,2550,0
1074,1074,1068,1091,1
1307,1307,1212,1323,0
2386,2386,2150,2184,0
3152,3152,2792,2962,0
2458,2458,2150,2262,0
3106,3106,2790,2916,0
2167,2167,1931,1949,0
1194,1194,1068,1211,1
1087,1087,1068,1104,1
1323,1323,1212,1339,1
2810,2810,2141,2614,0
200,200,199,206,1
2580,2580,2193,2384,0
2046,2046,1408,1851,0
536,536,303,552,0
648,648,312,664,0
1478,1478,1408,1491,0
93,93,0,96,0
558,558,312,574,0
976,976,308,992,0
848,848,303,864,0
2704,2704,2145,2508,0
2244,2244,2001,2027,0
2862,2862,2659,2668,1
1154,1154,1068,1171,1
994,994,303,1010,0
1936,1936,1408,1670,0
1495,1495,1408,1465,0
3182,3182,2792,2992,0
439,439,303,454,0
1004,1004,322,1020,0
2557,2557,2193,2361,0
892,892,308,908,0
443,443,303,458,0
1006,1006,310,1022,0
2053,2053,1408,1416,0
1589,1589,1408,1579,0
1268,1268,1212,1286,1
1911,1911,1408,1779,0
1029,1029,306,1045,0
1034,1034,306,1050,0
1020,1020,303,1036,0
1720,1720,1408,1663,0
2694,2694,2139,2498,0
2758,2758,2193,2562,0
856,856,306,872,0
1227,1227,1212,1245,0
638,638,308,654,0
77,77,0,79,1
1442,1442,1408,1456,0
2723,2723,2219,2527,0
3020,3020,2792,2830,0
2165,2165,1934,1947,0
2162,2162,1931,1944,0
3198,3198,2792,3008,0
732,732,306,748,0
1148,1148,1068,1165,1
1394,1394,1408,1410,0
433,433,306,448,0
2602,2602,2232,2406,0
984,984,306,1000,0
2622,2622,2202,2426,0
2942,2942,2669,2749,0
3216,3216,2790,3026,1
2507,2507,2168,2311,0
327,327,312,339,0
457,457,322,472,0
3245,3245,2792,3055,0
731,731,306,747,0
2783,2783,2202,2587,1
791,791,306,807,0
821,821,322,837,0
2451,2451,2148,2255,0
1623,1623,1408,1552,0
1881,1881,1408,1492,0
1586,1586,1408,1577,0
86,86,0,89,0
1638,1638,1408,1462,0
2094,2094,1408,1872,0
90,90,4,93,0
1746,1746,1408,1682,0
1537,1537,1408,1541,0
2124,2124,1884,1904,1
701,701,306,717,1
3100,3100,2792,2910,0
296,296,199,302,0
3097,3097,2792,2907,0
1197,1197,1212,1215,0
3272,3272,2813,3082,0
2018,2018,1408,1838,0
759,759,308,775,1
2611,2611,2219,2415,0
1186,1186,1068,1203,1
1990,1990,1408,1820,0
297,297,303,304,0
877,877,303,893,0
3169,3169,2790,2979,0
2870,2870,2669,2677,0
2379,2379,2137,2176,0
1974,1974,1408,1810,0
1088,1088,1068,1105,1
774,774,306,790,0
2698,2698,2145,2502,0
2410,2410,2196,2211,0
659,659,312,675,0
3017,3017,2790,2827,0
3199,3199,2792,3009,0
996,996,308,1012,0
586,586,308,602,0
1920,1920,1408,1785,0
434,434,306,449,0
3129,3129,2790,2939,0
710,710,306,726,0
748,748,303,764,0
1229,1229,1212,1247,0
1308,1308,1212,1324,0
2479,2479,2202,2283,1
1615,1615,1408,1597,0
2436,2436,2139,2240,0
2603,2603,2158,2407,0
2067,2067,1408,1741,0
974,974,303,990,0
1013,1013,303,1029,0
850,850,312,866,0
2667,2667,2193,2471,0
1514,1514,1408,1521,0
1232,1232,1212,1250,0
484,484,306,499,0
1851,1851,1408,1749,0
308,308,306,319,0
2567,2567,2162,2371,0
1309,1309,1212,1325,0
2571,2571,2139,2375,0
1199,1199,1212,1217,0
251,251,199,257,0
1315,1315,1212,1331,0
2562,2562,2152,2366,0
1603,1603,1408,1587,0
1661,1661,1408,1411,0
2531,2531,2232,2335,0
32,32,4,34,0
1125,1125,1068,1142,1
285,285,199,291,0
930,930,303,946,0
2452,2452,2141,2256,0
382,382,322,396,0
206,206,199,212,0
2828,2828,2212,2632,0
2676,2676,2202,2480,1
782,782,303,798,1
2415,2415,2139,2217,0
1717,1717,1408,1513,0
2212,2212,1931,1994,1
2982,2982,2669,2789,0
3286,3286,2790,3096,0
2051,2051,1408,1475,0
604,604,312,620,0
114,114,109,118,0
1873,1873,1408,1459,0
982,982,308,998,0
424,424,303,439,0
1463,1463,1408,1424,0
1030,1030,306,1046,0
1246,1246,1212,1265,0
4,4,4,6,1
106,106,109,110,0
1149,1149,1068,1166,1
1733,1733,1408,1673,0
1930,1930,1408,1791,0
1462,1462,1408,1477,0
1472,1472,1408,1486,0
1698,1698,1408,1645,0
183,183,179,188,1
140,140,109,144,0
562,562,310,578,0
591,591,303,607,0
497,497,306,512,0
2035,2035,1408,1845,0
1692,1692,1408,1647,0
1471,1471,1408,1485,0
2278,2278,2001,2061,0
746,746,303,762,0
2751,2751,2179,2555,0
1255,1255,1212,1274,0
2499,2499,2193,2303,0
1483,1483,1408,1495,0
1913,1913,1408,1615,0
939,939,306,955,0
135,135,109,139,0
1852,1852,1408,1750,1
126,126,109,130,0
967,967,306,983,0
1975,1975,1408,1811,1
2190,2190,1931,1972,0
502,502,306,517,0
31,31,0,33,0
2634,2634,2158,2438,0
792,792,322,808,0
1360,1360,1212,1374,0
164,164,109,168,0
541,541,306,557,0
2036,2036,1408,1581,0
1078,1078,1068,1095,1
904,904,306,920,0
1535,1535,1408,1540,0
1668,1668,1408,1630,0
1461,1461,1408,1476,0
891,891,312,907,0
1335,1335,1212,1351,1
1492,1492,1408,1503,0
592,592,312,608,0
1221,1221,1212,1239,0
2544,2544,2179,2348,0
2769,2769,2150,2573,0
2141,2141,1884,1921,1
1009,1009,322,1025,0
76,76,4,78,0
3232,3232,2792,3042,0
1533,1533,1408,1538,0
2788,2788,2212,2592,0
542,542,308,558,0
163,163,109,167,0
1350,1350,1212,1365,0
2153,2153,1934,1935,0
1991,1991,1408,1514,0
723,723,312,739,0
2005,2005,1408,1830,0
1904,1904,1408,1776,0
2581,2581,2150,2385,0
901,901,306,917,0
905,905,308,921,0
281,281,199,287,1
1254,1254,1212,1273,0
1108,1108,1068,1125,1
1935,1935,1408,1794,0
2325,2325,2001,2108,0
2597,2597,2219,2401,0
1509,1509,1408,1517,0
1137,1137,1068,1154,1
1271,1271,1212,1289,1
2647,2647,2202,2451,0
3123,3123,2792,2933,0
942,942,308,958,0
1656,1656,1408,1620,0
463,463,306,478,0
29,29,4,31,0
1670,1670,1408,1632,0
1391,1391,1402,1406,1
2433,2433,2150,2237,1
2334,2334,2001,2117,0
1397,1397,1408,1413,0
2773,2773,2179,2577,0
667,667,308,683,1
280,280,199,286,0
2113,2113,1884,1893,1
284,284,199,290,0
1757,1757,1408,1679,0
52,52,0,54,0
2296,2296,2001,2079,0
2224,2224,2001,2007,0
828,828,306,844,0
181,181,179,186,1
772,772,306,788,0
1160,1160,1068,1177,1
861,861,322,877,0
2978,2978,2669,2785,0
698,698,308,714,0
1065,1065,1068,1082,1
511,511,312,526,0
236,236,199,242,0
1426,1426,1408,1442,0
1480,1480,1408,1492,0
3060,3060,2792,2870,0
131,131,109,135,0
337,337,306,349,0
2682,2682,2148,2486,0
2350,2350,2129,2134,1
3148,3148,2790,2958,0
2573,2573,2145,2377,0
1766,1766,1408,1695,0
987,987,306,1003,0
2970,2970,2669,2777,0
2084,2084,1408,1868,0
2383,2383,2145,2181,0
607,607,306,623,1
631,631,306,647,0
3238,3238,2792,3048,0
2663,2663,2154,2467,0
1815,1815,1408,1514,0
226,226,199,232,1
2103,2103,1874,1882,1
2819,2819,2168,2623,0
269,269,199,275,0
3215,3215,2790,3025,0
2026,2026,1408,1724,0
2842,2842,2644,2647,1
1046,1046,312,1062,0
2295,2295,2001,2078,0
3044,3044,2792,2854,0
2692,2692,2158,2496,0
1235,1235,1212,1254,0
3113,3113,2790,2923,0
1439,1439,1408,1455,0
853,853,322,869,0
357,357,312,370,0
2752,2752,2143,2556,0
1949,1949,1408,1528,0
3251,3251,2792,3061,0
496,496,308,511,0
783,783,312,799,0
569,569,306,585,0
1417,1417,1408,1433,0
2869,2869,2669,2676,0
2118,2118,1884,1898,1
1922,1922,1408,1787,0
1752,1752,1408,1573,0
483,483,306,498,0
1428,1428,1408,1444,0
3110,3110,2790,2920,0
1513,1513,1408,1520,0
2986,2986,2792,2795,0
103,103,4,106,0
2955,2955,2669,2762,0
16,16,4,18,0
3142,3142,2792,2952,0
559,559,312,575,0
2397,2397,2196,2197,0
2635,2635,2137,2439,0
2947,2947,2669,2754,0
2360,2360,2150,2151,0
2714,2714,2137,2518,0
3054,3054,2792,2864,0
2049,2049,1408,1643,0
733,733,308,749,0
1129,1129,1068,1146,1
1055,1055,1068,1072,1
2907,2907,2669,2714,0
532,532,312,548,0
1293,1293,1212,1309,0
3046,3046,2792,2856,0
499,499,306,514,0
778,778,303,794,0
3175,3175,2792,2985,0
2092,2092,1408,1871,0
1827,1827,1408,1596,0
2639,2639,2179,2443,0
651,651,308,667,0
418,418,306,433,0
2935,2935,2669,2742,0
1429,1429,1408,1445,0
1468,1468,1408,1482,0
1341,1341,1212,1357,0
1616,1616,1408,1598,0
239,239,199,245,0
3208,3208,2792,3018,0
2068,2068,1408,1858,1
1142,1142,1068,1159,1
2806,2806,2193,2610,0
2207,2207,1934,1989,0
2453,2453,2232,2257,0
1797,1797,1408,1718,0
720,720,355,736,0
2548,2548,2232,2352,0
2214,2214,1931,1996,0
1895,1895,1408,1771,0
1595,1595,1408,1526,0
1320,1320,1212,1336,0
1399,1399,1408,1415,0
2864,2864,2669,2671,0
2595,2595,2160,2399,0
2177,2177,1931,1959,0
2102,2102,1874,1881,1
1663,1663,1408,1511,0
3139,3139,2792,2949,0
2129,2129,1884,1909,1
2065,2065,1408,1856,0
1613,1613,1408,1595,0
1192,1192,1068,1209,1
1865,1865,1408,1758,0
998,998,310,1014,0
1735,1735,1408,1462,0
2188,2188,1931,1970,1
471,471,312,486,0
642,642,306,658,0
2291,2291,2001,2074,0
2467,2467,2158,2271,0
2743,2743,2154,2547,0
3136,3136,2792,2946,0
2020,2020,1408,1560,0
1127,1127,1068,1144,1
1626,1626,1408,1546,0
3014,3014,2792,2824,0
514,514,306,529,0
548,548,303,564,0
2735,2735,2219,2539,0
2476,2476,2212,2280,0
1715,1715,1408,1660,0
84,84,0,87,1
1568,1568,1408,1421,0
1923,1923,1408,1788,1
1464,1464,1408,1478,0
1770,1770,1408,1560,0
2449,2449,2137,2253,0
3156,3156,2792,2966,0
455,455,312,470,0
793,793,312,809,0
187,187,179,192,1
2341,2341,2001,2124,0
1768,1768,1408,1696,0
966,966,303,982,0
1359,1359,1212,1373,0
1119,1119,1068,1136,1
1534,1534,1408,1539,0
1739,1739,1408,1577,0
179,179,179,184,1
2076,2076,1408,1864,0
1994,1994,1408,1821,1
3005,3005,2792,2815,0
2901,2901,2669,2708,1
2669,2669,2148,2473,0
693,693,308,709,0
1885,1885,1408,1484,0
1298,1298,1212,1314,0
390,390,312,404,0
1434,1434,1408,1450,1
852,852,303,868,0
2192,2192,1931,1974,0
3031,3031,2790,2841,0
1346,1346,1212,1361,0
1985,1985,1408,1817,0
1647,1647,1408,1616,0
922,922,303,938,0
896,896,306,912,0
1773,1773,1408,1699,0
466,466,303,481,0
2154,2154,1934,1936,0
3266,3266,2790,3076,0
1825,1825,1408,1733,0
388,388,306,402,0
2858,2858,2659,2664,1
578,578,306,594,0
2143,2143,1884,1923,1
3149,3149,2792,2959,0
547,547,355,563,0
262,262,199,268,0
113,113,109,117,0
293,293,199,299,0
1943,1943,1408,1601,0
649,649,322,665,0
1952,1952,1408,1797,0
2670,2670,2196,2474,0
1518,1518,1408,1525,0
2551,2551,2219,2355,0
2979,2979,2669,2786,0
2373,2373,2168,2170,0
2852,2852,2644,2657,1
1441,1441,1408,1457,0
2509,2509,2143,2313,0
937,937,390,953,0
2553,2553,2143,2357,0
2370,2370,2141,2166,0
1830,1830,1408,1737,0
2627,2627,2196,2431,0
3283,3283,2790,3093,0
2060,2060,1408,1472,0
2781,2781,2212,2585,0
159,159,109,163,0
1311,1311,1212,1327,0
3103,3103,2792,2913,0
3112,3112,2792,2922,0
2384,2384,2154,2182,0
1095,1095,1068,1112,1
1336,1336,1212,1352,0
202,202,199,208,0
271,271,199,277,0
854,854,322,870,0
866,866,322,882,0
3260,3260,2790,3070,0
1168,1168,1068,1185,1
322,322,303,334,0
3095,3095,2790,2905,0
323,323,306,335,0
2371,2371,2148,2167,0
2729,2729,2162,2533,0
1901,1901,1408,1757,0
1622,1622,1408,1472,0
2994,2994,2792,2803,0
2061,2061,1408,1524,0
2252,2252,2001,2035,0
1033,1033,308,1049,0
2804,2804,2212,2608,0
27,27,0,29,0
1826,1826,1408,1734,0
1749,1749,1408,1684,0
2440,2440,2219,2244,0
1672,1672,1408,1633,0
712,712,390,728,0
1727,1727,1408,1668,0
104,104,0,107,0
2495,2495,2139,2299,0
1938,1938,1408,1757,0
2001,2001,1408,1828,0
1306,1306,1212,1322,0
411,411,425,426,0
2720,2720,2158,2524,0
232,232,199,238,0
654,654,303,670,0
2260,2260,2001,2043,0
1875,1875,1408,1436,1
3048,3048,2792,2858,0
695,695,322,711,0
846,846,306,862,0
980,980,303,996,0
1811,1811,1408,1557,0
1621,1621,1408,1555,0
889,889,312,905,0
2355,2355,2141,2142,0
2349,2349,2129,2133,1
2331,2331,2001,2114,0
343,343,355,356,0
